Name,Type,Constellation,Magnitude,RAHour,RAMinute,DecSign,DecDeg,DecMinute
UGC 7776,Galaxy,Vir,10.8,12,36.6,+,11,14
M 90,Galaxy,Vir,9.5,12,36.8,+,13,10
UGC 7785,Galaxy,Vir,10.9,12,36.9,+,7,15
IC 3588,Galaxy,Com,11.3,12,36.9,+,14,13
UGC 7775,Galaxy,Dra,15,12,35.9,+,74,15
ESO 322-36,Galaxy,Cen,13,12,37.9,-,40,32
UGC 7792,Galaxy,Vir,13.5,12,37.6,+,4,22
UGC 7793,Galaxy,Vir,11.4,12,37.5,+,9,33
M 58,Galaxy,Vir,9.8,12,37.7,+,11,49
UGC 7794,Galaxy,Vir,13,12,37.8,+,5,22
UGC 7801,Galaxy,Vir,13,12,38.2,+,1,28
MCG 6-28-17,Galaxy,CVn,14,12,38,+,33,28
UGC 7803,Galaxy,Vir,14,12,38.3,+,13,7
MCG 5-30-42,Galaxy,Com,14,12,38.1,+,28,57
UGC 7804,Galaxy,Vir,11.6,12,38.5,+,4,19
UGC 7805,Galaxy,Vir,14,12,38.6,+,2,40
UGC 7810,Galaxy,Vir,15,12,38.8,+,6,46
UGC 7797,Galaxy,Dra,12,12,37.4,+,74,12
M 68,Globular Cluster,Hya,8.2,12,39.5,-,26,45
UGC 7821,Galaxy,Vir,14,12,39.3,+,6,1
UGC 7819,Galaxy,Vir,12,12,39.3,-,0,32
MCG 1-32-32,Galaxy,Vir,12,12,39.7,-,5,21
M 104,Galaxy,Vir,8.3,12,40,-,11,37
UGC 7826,Galaxy,Com,13,12,39.9,+,15,18
UGC 7828,Galaxy,Vir,10.5,12,39.9,+,10,11
MCG 1-32-34,Galaxy,Vir,12,12,40.2,-,5,48
UGC 7829,Galaxy,Vir,14,12,40.3,+,8,23
UGC 7833,Galaxy,Vir,13,12,40.5,+,1,11
UGC 7832,Galaxy,Vir,13,12,40.4,+,3,8
MCG 1-32-36,Galaxy,Vir,12,12,40.6,-,5,8
ESO 322-52,Galaxy,Cen,12,12,40.9,-,40,59
UGC 7831,Galaxy,UMa,11,12,40,+,61,37
UGC 7839,Galaxy,Vir,11.9,12,41,+,11,55
Ho 436b,Galaxy,Vir,12.9,12,41.2,+,11,53
UGC 7842,Galaxy,Vir,11.1,12,41.2,+,10,9
OCL 890,Open Cluster,Cru,6.9,12,42.3,-,62,58
IC 805,Galaxy,Com,15,12,41.5,+,13,44
UGC 7850,Galaxy,Vir,13,12,41.5,+,7,19
MCG 4-30-11,Galaxy,Com,15,12,41.4,+,26,5
UGC 7851,Galaxy,Com,14,12,41.4,+,26,2
UGC 7852,Galaxy,Com,14,12,41.5,+,26,4
UGC 7847,Galaxy,CVn,14,12,41.1,+,50,26
IC 3667,Galaxy,CVn,10.8,12,41.5,+,41,9
UGC 7856,Galaxy,CVn,14,12,41.7,+,35,4
UGC 7859,Galaxy,Vir,13,12,42,+,12,57
M 59,Galaxy,Vir,9.8,12,42,+,11,39
UGC 7862,Galaxy,Vir,13,12,42.2,+,7,41
IC 3675,Galaxy,CVn,12.3,12,41.9,+,41,16
MCG 1-32-40,Galaxy,Vir,14,12,42.4,-,7,2
UGC 7860,Galaxy,CVn,12.3,12,42,+,32,34
MCG 1-32-41,Galaxy,Vir,14,12,42.4,-,6,57
UGC 7871,Galaxy,Vir,13,12,42.5,+,3,58
UGC 7865,Galaxy,CVn,9.3,12,42.1,+,32,32
UGC 7870,Galaxy,Vir,12,12,42.5,-,0,5
IC 3688;UGC 7874,Galaxy,Com,13.2,12,42.6,+,14,21
UGC 7875,Galaxy,Com,12.4,12,42.7,+,14,18
UGC 7876,Galaxy,Com,13,12,42.6,+,19,57
NGC 4624?,Galaxy,Vir,9.6,12,42.8,+,2,41
UGC 7881,Galaxy,Vir,15,12,42.9,+,11,26
NGC 4667,Galaxy,Vir,11.3,12,42.8,+,11,26
UGC 7884,Galaxy,Vir,11.5,12,42.9,+,13,15
UGC 7889,Galaxy,Vir,15,12,43.2,+,11,3
UGC 7893,Galaxy,Vir,14,12,43.3,-,0,39
UGC 7895,Galaxy,Vir,10.6,12,43.3,+,1,59
NGC 4644A,Galaxy,UMa,14,12,42.7,+,55,9
ESO 322-66,Galaxy,Cen,13,12,44.2,-,41,45
UGC 7892,Galaxy,UMa,14,12,42.9,+,54,51
UGC 7896,Galaxy,Vir,11.4,12,43.5,+,11,35
UGC 7868,Galaxy,Dra,13,12,41.8,+,74,25
M 60,Galaxy,Vir,8.8,12,43.7,+,11,33
UGC 7901,Galaxy,Com,10.7,12,43.7,+,16,24
MCG 10-18-78,Galaxy,UMa,15,12,43.3,+,58,58
UGC 7900,Galaxy,Vir,12.3,12,43.9,-,0,34
IC 3708,Galaxy,Vir,10.5,12,44,+,13,8
MCG 7-26-42,Galaxy,CVn,15,12,43.6,+,41,2
UGC 7907,Galaxy,CVn,10.4,12,44,+,32,10
MCG 2-33-1,Galaxy,Vir,13,12,44.6,-,10,5
UGC 7915,Galaxy,Com,13,12,44.5,+,13,31
UGC 7914,Galaxy,Vir,11,12,44.5,+,11,11
UGC 7917,Galaxy,CVn,14,12,44.5,+,37,7
IC 811,Galaxy,Vir,14,12,44.8,-,10,12
NGC 4624,Galaxy,Vir,12,12,45.1,+,3,3
UGC 7926,Galaxy,Vir,10.8,12,45.1,-,0,28
UGC 7931,Galaxy,Vir,13.1,12,45.5,-,0,32
UGC 7925,Galaxy,UMa,15,12,44.8,+,54,53
UGC 7930,Galaxy,Com,12.7,12,45.3,+,27,8
MCG 1-33-4,Galaxy,Vir,14,12,45.8,-,7,4
UGC 7933,Galaxy,Com,14,12,45.6,+,27,4
MCG 1-33-5,Galaxy,Vir,15,12,46.1,-,8,39
UGC 7935,Galaxy,UMa,15,12,45.6,+,54,44
ESO 322-78,Galaxy,Cen,12.7,12,47,-,41,35
ESO 322-82,Galaxy,Cen,13,12,47.5,-,39,34
MCG 2-33-7,Galaxy,Vir,13,12,46.9,-,11,37
MCG 2-33-8,Galaxy,Vir,13,12,47.3,-,10,4
ESO 322-83,Galaxy,Cen,12.9,12,47.7,-,41,32
UGC 7951,Galaxy,Vir,13,12,47.3,-,2,43
UGC 7954,Galaxy,Com,14,12,47.1,+,19,28
UGC 7946,Galaxy,UMa,14,12,46.7,+,54,33
UGC 7958,Galaxy,CVn,14,12,47.4,+,35,21
UGC 7961,Galaxy,Vir,13,12,47.8,+,4,20
UGC 7965,Galaxy,Com,10.9,12,47.8,+,13,46
UGC 7964,Galaxy,Vir,14,12,47.9,-,1,38
MCG 0-33-13,Galaxy,Vir,11.2,12,48.2,-,3,20
IC 823,Galaxy,Com,14,12,47.9,+,27,13
UGC 7962,Galaxy,Dra,14,12,47.1,+,71,12
UGC 7969,Galaxy,Vir,12,12,48.2,+,10,59
UGC 7966,Galaxy,UMa,15,12,47.5,+,54,23
ESO 322-91,Galaxy,Cen,10.7,12,48.8,-,41,19
MCG 1-33-10,Galaxy,Vir,9.3,12,48.6,-,5,48
UGC 7970,Galaxy,Vir,10.7,12,48.4,+,8,29
MCG 1-33-13,Galaxy,Vir,9.6,12,49,-,8,40
MCG 2-33-13,Galaxy,Vir,12,12,49.1,-,11,25
UGC 7975,Galaxy,Vir,12.4,12,49.2,+,3,23
MCG 5-30-91,Galaxy,Com,15,12,49,+,27,11
MCG 1-33-15,Galaxy,Vir,15,12,49.3,-,9,7
UGC 7972,Galaxy,CVn,15,12,48.8,+,41,55
MCG 1-33-16,Galaxy,Vir,14,12,49.4,-,5,12
ESO 323-1,Galaxy,Cen,12.7,12,49.9,-,41,17
UGC 7971,Galaxy,CVn,14,12,48.4,+,51,10
MCG 2-33-16,Galaxy,Vir,14,12,49.7,-,11,6
UGC 7980,Galaxy,Com,11,12,49.6,+,15,10
IC 3804,Galaxy,CVn,14,12,48.9,+,35,21
UGC 7977;Ho 468b,Galaxy,Com,13,12,49.6,+,25,28
UGC 7985,Galaxy,Vir,11.8,12,50,+,5,19
MCG 2-33-18,Galaxy,Crv,14,12,50.3,-,13,18
UGC 7986,Galaxy,Com,15,12,49.8,+,27,49
MCG 1-33-21,Galaxy,Vir,15,12,50.5,-,9,26
MCG 1-33-23,Galaxy,Vir,15,12,50.6,-,9,26
MCG 1-33-20,Galaxy,Vir,15,12,50.5,-,5,17
UGC 7987,Galaxy,CVn,14,12,50.1,+,33,9
MCG 1-33-24,Galaxy,Vir,15,12,50.7,-,4,7
MCG 5-30-97,Galaxy,Com,15,12,50.2,+,27,20
IC 3833,Galaxy,Crv,13,12,51.5,-,13,19
MCG 2-33-22,Galaxy,Crv,15,12,50.9,-,14,20
UGC 7989,Galaxy,Com,9.2,12,50.4,+,25,30
IC 3834,Galaxy,Crv,14,12,51.5,-,14,13
MCG 2-33-23,Galaxy,Crv,13,12,51,-,14,20
MCG 1-33-26,Galaxy,Vir,11,12,51,-,6,24
UGC 7988,Galaxy,UMa,15,12,50.1,+,52,52
UGC 7997,Galaxy,Vir,13,12,51.1,+,10,55
UGC 7998,Galaxy,Vir,14,12,51.2,+,4,52
MCG 5-30-104,Galaxy,Com,15,12,51,+,28,56
M 94,Galaxy,CVn,8.2,12,50.9,+,41,7
MCG 6-28-36,Galaxy,CVn,15,12,50.9,+,34,9
UGC 7999,Galaxy,Com,15,12,51.1,+,28,48
MCG 1-33-29,Galaxy,Vir,14,12,51.6,-,8,25
UGC 8000,Galaxy,CVn,14,12,50.9,+,47,40
MCG 2-33-32,Galaxy,Vir,11.1,12,51.8,-,10,27
UGC 8007,Galaxy,Vir,13,12,51.9,+,12,5
UGC 8005,Galaxy,Com,12.4,12,51.8,+,25,47
UGC 8006,Galaxy,Dra,14,12,51.2,+,71,38
UGC 7994,Galaxy,Dra,12,12,50.1,+,72,52
UGC 8009,Galaxy,Vir,9.9,12,52.4,-,1,12
UGC 8010,Galaxy,Vir,10.6,12,52.3,+,11,19
OCL 892,Open Cluster,Cru,4.2,12,53.6,-,60,20
MCG 2-33-39,Galaxy,Crv,13,12,52.9,-,15,25
MCG 2-33-40,Galaxy,Vir,15,12,52.8,-,10,19
UGC 8014,Galaxy,Com,14,12,52.7,+,15,51
NGC 4776,Galaxy,Vir,15,12,53.1,-,9,11
MCG 2-33-41,Galaxy,Vir,13,12,53.1,-,10,30
MCG 1-33-39,Galaxy,Vir,14,12,53.1,-,9,11
UGC 8016,Galaxy,Vir,10.2,12,52.9,+,11,14
MCG 3-33-13,Galaxy,Crv,13,12,53.4,-,17,0
UGC 8018,Galaxy,Vir,13,12,53.2,+,4,28
MCG 2-33-42,Galaxy,Vir,15,12,53.1,-,10,23
ESO 323-36,Galaxy,Cen,13,12,53.9,-,39,43
MCG 1-33-40,Galaxy,Vir,14,12,53.5,-,9,31
UGC 8020,Galaxy,Vir,13,12,53.4,+,1,16
UGC 8021,Galaxy,Vir,13,12,53.5,+,2,10
MCG 1-33-41,Galaxy,Vir,15,12,53.6,-,8,38
MCG 6-28-37,Galaxy,CVn,14.4,12,53.2,+,36,49
MCG 1-33-43,Galaxy,Vir,12,12,53.8,-,6,37
MCG 1-33-44,Galaxy,Vir,15,12,54,-,8,47
UGC 8022,Galaxy,Vir,13,12,53.8,+,9,44
MCG 1-33-45,Galaxy,Vir,14,12,54.1,-,8,37
MCG 2-33-49,Galaxy,Vir,12,12,54.4,-,10,32
MCG 2-33-50,Galaxy,Crv,11.7,12,54.6,-,12,34
3C278;H I 136,Galaxy,Crv,11.8,12,54.6,-,12,33
MCG 2-33-53,Galaxy,Vir,15,12,54.6,-,10,37
MCG 1-33-46,Galaxy,Vir,13,12,54.5,-,6,52
UGC 8026,Galaxy,Com,15,12,54.1,+,27,4
MCG 5-30-123,Galaxy,Com,15,12,54.2,+,27,19
UGC 8028,Galaxy,Com,12,12,54.3,+,27,4
MCG 2-33-56,Galaxy,Vir,13,12,54.9,-,10,15
MCG 1-33-21,Galaxy,Vir,15,12,54.8,+,8,3
UGC 8033,Galaxy,Com,11.7,12,54.6,+,28,56
MCG 2-33-60,Galaxy,Crv,14,12,55.2,-,12,37
UGC 8037,Galaxy,Vir,13,12,55,+,8,4
NPM1G +08.0306,Galaxy,Vir,13,12,55.1,+,8,4
NGC 4797,Galaxy,Com,13.1,12,55,+,27,25
UGC 8043,Galaxy,Vir,14,12,55.3,+,2,54
UGC 8035,Galaxy,CVn,12,12,54.6,+,46,32
MCG 9-21-60,Galaxy,UMa,15,12,54.6,+,53,6
NGC 4804,Galaxy,Crv,12,12,55.8,-,12,3
MCG 2-33-36,Galaxy,Vir,15,12,55.7,+,8,14
ESO 443-12,Galaxy,Hya,14,12,56.2,-,29,30
UGC 8049,Galaxy,Com,14,12,55.5,+,27,31
UGC 8054,Galaxy,Vir,12,12,55.8,+,4,18
Ho 486a,Galaxy,Vir,14,12,54.8,+,2,39
UGC 8034;Ho 486b,Galaxy,Vir,15,12,54.8,+,2,38
MCG 1-33-55,Galaxy,Vir,15,12,56.6,-,6,48
UGC 8051,Galaxy,UMa,13,12,55.4,+,58,21
OCL 893,Open Cluster,Mus,8.6,12,58,-,64,57
UGC 8057,Galaxy,Com,15,12,56.2,+,27,45
MCG 1-33-57,Galaxy,Vir,12,12,56.8,-,8,31
UGC 8060,Galaxy,Com,14,12,56.5,+,26,59
MCG 2-33-67,Galaxy,Vir,15,12,57,-,13,42
Ho 490b,Galaxy,Com,15,12,56.5,+,26,57
MCG 2-33-69,Galaxy,Vir,14,12,57,-,10,45
MCG 2-33-70,Galaxy,Vir,12.1,12,57.2,-,13,40
M 64,Galaxy,Com,8.5,12,56.7,+,21,41
UGC 8065,Galaxy,Com,13,12,56.7,+,27,11
MCG 5-31-17,Galaxy,Com,15,12,56.7,+,28,1
ESO 575-37,Galaxy,Vir,13,12,57.4,-,19,42
ESO 507-55,Galaxy,Hya,14,12,57.6,-,27,18
Lac I-4,Globular Cluster,Mus,7.4,12,59.6,-,70,53
MCG 9-21-67,Galaxy,CVn,15,12,56.4,+,52,18
ESO 269-19,Galaxy,Cen,12,12,58.1,-,46,15
MCG 2-33-72,Galaxy,Vir,13,12,57.5,-,12,45
UGC 8068,Galaxy,CVn,14,12,56.9,+,48,18
MCG 2-33-74,Galaxy,Vir,13,12,57.9,-,13,3
UGC 8070,Galaxy,Com,14,12,57.4,+,27,30
MCG 5-31-29,Galaxy,Com,15,12,57.5,+,27,37
MCG 0-33-24,Galaxy,Vir,14,12,58,-,3,37
UGC 8078,Galaxy,Vir,12,12,58,+,1,35
UGC 8079,Galaxy,CVn,14,12,57.9,+,36,22
UGC 8082,Galaxy,Com,14,12,58.1,+,28,15
IC 3935;UGC 8086,Galaxy,Com,15,12,58.2,+,26,24
IC 839,Galaxy,Com,15,12,58.3,+,28,9
Dunlop 311,Open Cluster,Cen,9,13,0.1,-,59,36
UGC 8092;II Zw 67,Galaxy,Com,13.1,12,58.6,+,27,36
MCG 5-31-49,Galaxy,Com,15,12,58.8,+,27,40
MCG 2-33-77,Galaxy,Vir,14,12,59.3,-,13,13
MCG 2-33-78,Galaxy,Vir,10.4,12,59.3,-,15,2
UGC 8077,Galaxy,Dra,14,12,57.2,+,70,12
UGC 8097,Galaxy,Com,15,12,59,+,26,49
MCG 5-31-54,Galaxy,Com,13.5,12,59.1,+,28,7
IC 3961,Galaxy,CVn,12.2,12,59,+,34,52
IC 3999,Galaxy,Vir,15,12,59.4,-,14,7
MCG 2-33-81,Galaxy,Vir,15,12,59.6,-,14,1
MCG 5-31-58,Galaxy,Com,13.6,12,59.2,+,27,59
UGC 8100,Galaxy,Com,13.3,12,59.3,+,28,5
UGC 8102,Galaxy,Vir,11,12,59.5,+,14,10
UGC 8099,Galaxy,CVn,13,12,59.1,+,37,19
MCG 5-31-65,Galaxy,Com,13.5,12,59.4,+,27,55
MCG 5-31-66,Galaxy,Com,15,12,59.5,+,27,57
MCG 5-31-68,Galaxy,Com,13.7,12,59.6,+,27,57
MCG 5-31-69,Galaxy,Com,14.2,12,59.6,+,27,59
UGC 8103,Galaxy,Com,11.9,12,59.6,+,27,58
MCG 5-31-73,Galaxy,Com,15,12,59.7,+,27,55
MCG 2-33-86,Galaxy,Vir,13,13,0.4,-,15,17
MCG 1-33-64,Galaxy,Vir,14,13,0.3,-,6,5
UGC 8109,Galaxy,Vir,12,13,0.2,+,12,29
UGC 8106,Galaxy,Com,13.5,13,0,+,28,15
ZWG 160.237,Galaxy,Com,14.3,12,59.9,+,28,2
MCG 1-33-65,Galaxy,Vir,15,13,0.5,-,6,50
NGC 4882,Galaxy,Com,13.9,13,0,+,27,59
MCG 2-33-87,Galaxy,Vir,14,13,0.6,-,14,40
NGC 4884,Galaxy,Com,11.4,13,0.1,+,27,58
MCG 1-33-67,Galaxy,Vir,14,13,0.6,-,4,34
UGC 8108,Galaxy,Com,15,13,0,+,26,54
IC 4015,Galaxy,CVn,15,13,0.1,+,37,11
UGC 8113,Galaxy,Com,12.8,13,0.3,+,28,12
UGC 8117,Galaxy,Com,13.7,13,0.5,+,28,21
MCG 2-33-89,Galaxy,Vir,13,13,0.9,-,13,27
MCG 5-31-82,Galaxy,Com,15,13,0.3,+,27,57
MCG 2-33-90,Galaxy,Vir,12,13,0.9,-,13,57
UGC 8116,Galaxy,Vir,11.5,13,0.6,+,2,30
UGC 8112,Galaxy,CVn,15,12,59.9,+,47,12
MCG 2-33-92,Galaxy,Vir,11.2,13,1,-,14,31
ESO 443-30,Galaxy,Cen,15,13,1.4,-,30,56
UGC 8121,Galaxy,Vir,12.1,13,1,-,0,2
ESO 443-31,Galaxy,Cen,15,13,1.5,-,30,52
ZWG 160.253,Galaxy,Com,14.2,13,0.7,+,27,55
MCG 5-31-89,Galaxy,Com,13.4,13,0.8,+,28,9
MCG 5-31-92,Galaxy,Com,15,13,0.9,+,28,2
UGC 8128,Galaxy,Com,12.8,13,0.9,+,27,47
UGC 8125,Galaxy,CVn,12,13,0.7,+,37,19
MCG 1-33-69,Galaxy,Vir,11.9,13,1.5,-,4,33
UGC 8130,Galaxy,CVn,15,13,0.9,+,47,14
UGC 8133,Galaxy,Com,15,13,1.3,+,27,48
MCG 2-33-94,Galaxy,Vir,14,13,1.9,-,11,22
UGC 8134,Galaxy,Com,12.1,13,1.4,+,27,53
UGC 8135,Galaxy,Com,14,13,1.4,+,29,19
MCG 5-31-101,Galaxy,Com,13.6,13,1.5,+,27,51
MCG 2-33-96,Galaxy,Vir,14,13,2.2,-,14,58
MCG 1-33-74,Galaxy,Vir,14,13,2.1,-,7,42
UGC 8142,Galaxy,Com,12.9,13,1.9,+,27,37
MCG 5-31-104,Galaxy,Com,15,13,2,+,28,0
MCG 1-33-75,Galaxy,Vir,13,13,3,-,8,5
MCG 5-31-111,Galaxy,Com,15,13,2.7,+,28,3
UGC 8154,Galaxy,Com,13.5,13,3,+,28,2
UGC 8150,Galaxy,CVn,14,13,2.6,+,50,27
UGC 8160,Galaxy,Com,15,13,3.3,+,28,1
UGC 8159,Galaxy,Com,14,13,3.3,+,14,23
ESO 443-47,Galaxy,Cen,11.3,13,4.3,-,30,32
MCG 9-21-91,Galaxy,CVn,15,13,3,+,51,20
MCG 2-33-104,Galaxy,Vir,11,13,4.2,-,10,20
MCG 1-33-77,Galaxy,Vir,11.1,13,4.2,-,5,33
IC 4136,Galaxy,Vir,14,13,4.3,-,7,39
ZWG 160.122,Galaxy,Com,15,13,3.8,+,28,5
UGC 8167,Galaxy,Com,13,13,3.8,+,28,11
Dunlop 411,Galaxy,Cen,9,13,5.4,-,49,28
IC 3974,Galaxy,Cen,12,13,5.4,-,35,20
IC 4156,Galaxy,Vir,14,13,4.9,-,7,57
MCG 1-33-81,Galaxy,Vir,12,13,5.1,-,6,30
NGC 4962,Galaxy,Com,14,13,5,+,29,8
NGC 4972,Galaxy,Dra,14,13,2.2,+,75,24
ESO 443-62,Galaxy,Hya,15,13,6.1,-,29,45
UGC 8177,Galaxy,CVn,13,13,5.1,+,35,11
UGC 8178,Galaxy,Com,12.9,13,5.2,+,27,34
MCG 1-33-84,Galaxy,Vir,10.5,13,5.8,-,8,1
MCG 6-29-29,Galaxy,CVn,15,13,5.7,+,33,11
NGC 4960,Galaxy,Com,13.5,13,5.8,+,27,44
UGC 8190,Galaxy,CVn,14,13,5.8,+,41,43
UGC 8184,Galaxy,UMa,13,13,5.4,+,56,18
ESO 443-70,Galaxy,Hya,14,13,7.2,-,28,14
UGC 8194,Galaxy,Com,14,13,6.3,+,29,4
MCG 9-22-5,Galaxy,UMa,15,13,5.7,+,53,34
ESO 508-6,Galaxy,Hya,14,13,7.1,-,23,41
MCG 2-33-55,Galaxy,Vir,15,13,7,+,13,39
IC 4196,Galaxy,Hya,14,13,7.5,-,24,2
MCG 5-31-134,Galaxy,Com,15,13,6.9,+,28,32
ESO 219-29,Galaxy,Cen,10.2,13,8.6,-,49,30
UGC 8196,Galaxy,UMa,14,13,6.2,+,55,39
UGC 8212,Galaxy,Com,14,13,7.8,+,18,25
IC 4198,Galaxy,Com,15,13,7.6,+,24,49
ESO 443-75,Galaxy,Hya,15,13,9.2,-,28,38
MCG 1-34-3,Galaxy,Vir,12,13,8.8,-,6,47
MCG 5-31-138,Galaxy,Com,15,13,8.4,+,28,19
MCG 2-34-4,Galaxy,Vir,12,13,9,-,15,31
UGC 8218,Galaxy,CVn,15,13,8.1,+,41,41
UGC 8221,Galaxy,CVn,14,13,8.4,+,35,12
UGC 8216,Galaxy,CVn,14,13,8,+,51,56
MCG 1-34-5,Galaxy,Vir,14,13,9.4,-,5,25
MCG 1-34-4,Galaxy,Vir,15,13,9.4,-,5,16
ZWG 44. 13,Galaxy,Vir,15,13,9.3,+,2,21
UGC 8232,Galaxy,Vir,14,13,9,+,11,38
NGC 4994,Galaxy,Hya,14,13,9.7,-,23,24
MCG 1-34-7,Galaxy,Vir,11,13,9.7,-,7,50
UGC 8235,Galaxy,Vir,14,13,9.6,+,0,53
MCG 3-34-5,Galaxy,Vir,13,13,10,-,16,30
MCG 9-22-17,Galaxy,CVn,15,13,8.2,+,50,40
UGC 8236,Galaxy,Vir,13,13,9.6,+,1,40
UGC 8241,Galaxy,Com,14,13,9.8,+,28,54
UGC 8243,Galaxy,UMa,14,13,9.6,+,53,29
UGC 8254,Galaxy,CVn,14,13,10.7,+,36,37
UGC 8228,Galaxy,CVn,15,13,8.6,+,43,44
UGC 8256,Galaxy,CVn,9.8,13,10.9,+,37,3
ESO 576-6,Galaxy,Vir,14,13,11.8,-,19,14
UGC 8240,Galaxy,UMa,14,13,9.3,+,62,10
UGC 8258,Galaxy,CVn,15,13,10.8,+,50,5
MCG 3-34-15,Galaxy,Vir,14,13,12.5,-,15,47
ESO 269-65,Galaxy,Cen,13,13,12.9,-,43,6
UGC 8270,Galaxy,Com,13,13,11.6,+,22,55
MCG 1-34-7,Galaxy,Vir,15,13,12.2,+,3,12
UGC 8271,Galaxy,CVn,13,13,11.5,+,36,17
MCG 1-34-12,Galaxy,Vir,13,13,12.4,-,4,19
UGC 8279,Galaxy,Com,14,13,12.1,+,24,6
MCG 3-34-16,Galaxy,Vir,13,13,12.9,-,16,46
ESO 576-10,Galaxy,Vir,10.8,13,13,-,19,31
UGC 8288,Galaxy,Vir,14,13,12.8,+,4,44
UGC 8289,Galaxy,Vir,13,13,12.6,+,12,36
UGC 8284,Galaxy,CVn,14,13,12.1,+,46,12
MCG 3-34-21,Galaxy,Vir,13,13,13.5,-,19,33
UGC 8286,Galaxy,CVn,12,13,12.2,+,44,2
M 53,Globular Cluster,Com,7.7,13,12.9,+,18,10
UGC 8292,Galaxy,CVn,14,13,12.8,+,31,48
ESO 269-73,Galaxy,Cen,13,13,14.2,-,42,58
UGC 8297,Galaxy,Vir,15,13,13.4,+,6,4
MCG 2-34-11,Galaxy,Vir,14,13,13.8,-,13,3
UGC 8293,Galaxy,CVn,14,13,12.6,+,47,4
MCG 3-34-23,Galaxy,Vir,14,13,13.9,-,16,30
MCG 3-34-24,Galaxy,Vir,14,13,14.1,-,16,6
UGC 8307,Galaxy,CVn,10.1,13,13.4,+,36,36
UGC 8295,Galaxy,UMi,14,13,12.2,+,70,39
MCG 3-34-28,Galaxy,Vir,14,13,14.8,-,16,30
MCG 3-34-29,Galaxy,Vir,13,13,15,-,16,35
MCG 3-34-31,Galaxy,Vir,14,13,15.1,-,15,56
MCG 9-22-31,Galaxy,CVn,15,13,13.6,+,51,16
UGC 8319,Galaxy,Com,14,13,14.6,+,30,42
ESO 508-31,Galaxy,Hya,13,13,15.5,-,23,59
MCG 3-34-34,Galaxy,Vir,11,13,15.4,-,16,23
MCG 3-34-35,Galaxy,Vir,15,13,15.8,-,16,20
MCG 3-34-36,Galaxy,Vir,13,13,15.8,-,16,31
ESO 443-87,Galaxy,Hya,15,13,16.1,-,28,23
MCG 3-34-37,Galaxy,Vir,12.9,13,16,-,16,24
UGC 8329,Galaxy,Vir,14,13,15.8,+,2,52
UGC 8330,Galaxy,Com,14,13,15.6,+,29,39
GCL 23,Globular Cluster,Com,9.8,13,16.4,+,17,42
MCG 3-34-39,Galaxy,Vir,11,13,17,-,16,38
M 63,Galaxy,CVn,8.6,13,15.8,+,42,2
UGC 8337,Galaxy,Com,13,13,16.2,+,30,56
UGC 8342,Galaxy,Com,14,13,16.5,+,31,1
UGC 8345,Galaxy,Vir,14,13,16.8,+,12,33
UGC 8344,Galaxy,Vir,15,13,17,+,7,50
UGC 8351,Galaxy,Vir,14,13,17.3,+,6,2
ESO 508-38,Galaxy,Hya,12,13,18.1,-,26,50
ESO 220-2,Galaxy,Cen,13,13,19,-,47,55
UGC 8356,Galaxy,Com,14,13,17.6,+,31,4
NGC 5069,Galaxy,Vir,14,13,18.4,-,10,14
ESO 576-29,Galaxy,Vir,11,13,18.9,-,21,2
NGC 5072,Galaxy,Vir,15,13,19.2,-,12,29
ZWG 44. 62,Galaxy,Vir,15,13,18.7,+,7,56
NGC 5070,Galaxy,Vir,14,13,19.1,-,12,32
MCG 2-34-25,Galaxy,Vir,13,13,19.4,-,14,52
MCG 5-31-172,Galaxy,CVn,14,13,18.4,+,31,28
ZWG 44. 65,Galaxy,Vir,15,13,19.2,+,7,49
MCG 2-34-26,Galaxy,Vir,13,13,19.4,-,12,45
MCG 2-34-27,Galaxy,Vir,11.5,13,19.5,-,12,39
ESO 508-48,Galaxy,Hya,12,13,19.8,-,27,24
MCG 2-34-30,Galaxy,Vir,12,13,19.6,-,12,42
MCG 2-34-7,Galaxy,Vir,14,13,19.4,+,8,25
UGC 8366,Galaxy,Com,14,13,19.2,+,28,30
UGC 8367,Galaxy,CVn,15,13,19,+,39,36
ESO 576-33,Galaxy,Vir,12,13,20.3,-,21,50
ESO 508-50,Galaxy,Hya,12,13,20.3,-,24,26
ESO 576-35,Galaxy,Vir,11,13,20.4,-,20,37
MCG 2-34-34,Galaxy,Vir,13,13,20.3,-,12,34
UGC 8371,Galaxy,Com,14,13,19.6,+,30,15
ESO 270-2,Galaxy,Cen,13,13,21.1,-,43,44
UGC 8376,Galaxy,Com,14,13,19.9,+,23,0
UGC 8373,Galaxy,CVn,15,13,19.6,+,40,23
MCG 2-34-37,Galaxy,Vir,14,13,20.7,-,14,5
UGC 8381,Galaxy,Vir,15,13,20.6,-,2,17
MCG 6-29-76,Galaxy,CVn,15,13,20.2,+,33,5
NGC 5106-1,Galaxy,Vir,15,13,21.1,+,8,58
ESO 508-58,Galaxy,Hya,12,13,21.8,-,27,26
ESO 382-50,Galaxy,Cen,9.7,13,22,-,36,38
UGC 8388,Galaxy,CVn,13,13,20.5,+,43,4
UGC 8391,Galaxy,Vir,14,13,21.4,+,0,20
MCG 2-34-39,Galaxy,Vir,13,13,21.8,-,13,13
UGC 8396,Galaxy,CVn,14,13,21.4,+,38,32
ESO 444-20,Galaxy,Cen,15,13,23.2,-,32,20
